station_name,date,hour,temperature,wind_direction,wind_km/h,precipitation_mm
BAHIA_BLANCA_AERO,06/ENE/2022,21Hs,28.4,66,14,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,00Hs,25.7,17,16,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,03Hs,24.2,22,20,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,06Hs,24.1,10,20,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,09Hs,26.4,310,37,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,12Hs,32.2,293,30,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,15Hs,33.4,309,16,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,18Hs,26.4,342,23,0.1
BAHIA_BLANCA_AERO,07/ENE/2022,21Hs,27.5,303,10,0.2
BAHIA_BLANCA_AERO,08/ENE/2022,00Hs,22.8,345,12,0.0
BAHIA_BLANCA_AERO,08/ENE/2022,03Hs,21.6,23,14,0.0
BAHIA_BLANCA_AERO,08/ENE/2022,06Hs,20.5,17,15,0.0
BAHIA_BLANCA_AERO,08/ENE/2022,09Hs,29.8,4,20,0.0
BAHIA_BLANCA_AERO,08/ENE/2022,12Hs,34.6,8,25,0.0
BAHIA_BLANCA_AERO,08/ENE/2022,15Hs,37.5,6,26,0.0
BAHIA_BLANCA_AERO,08/ENE/2022,18Hs,37.5,11,26,0.0
BAHIA_BLANCA_AERO,08/ENE/2022,21Hs,31.4,24,18,0.0
BARILOCHE_AERO,04/ENE/2022,00Hs,5.7,295,24,0.0
BARILOCHE_AERO,04/ENE/2022,03Hs,4.7,292,19,0.0
BARILOCHE_AERO,04/ENE/2022,06Hs,4.1,298,20,0.0
BARILOCHE_AERO,04/ENE/2022,09Hs,5.9,299,19,0.0
BARILOCHE_AERO,04/ENE/2022,12Hs,8.5,290,18,0.0
BARILOCHE_AERO,04/ENE/2022,15Hs,14.7,280,14,0.0
BARILOCHE_AERO,04/ENE/2022,18Hs,15.8,280,15,0.0
BARILOCHE_AERO,04/ENE/2022,21Hs,11.2,295,13,0.0
BARILOCHE_AERO,05/ENE/2022,00Hs,7.0,285,9,0.0
BARILOCHE_AERO,05/ENE/2022,03Hs,5.8,283,6,0.0
BARILOCHE_AERO,05/ENE/2022,06Hs,5.1,283,4,0.0
BARILOCHE_AERO,05/ENE/2022,09Hs,10.2,324,2,0.0
BARILOCHE_AERO,05/ENE/2022,12Hs,14.3,324,4,0.0
BARILOCHE_AERO,05/ENE/2022,15Hs,17.7,341,6,0.0
BARILOCHE_AERO,05/ENE/2022,18Hs,19.9,306,10,0.0
BARILOCHE_AERO,05/ENE/2022,21Hs,15.1,283,10,0.0
BARILOCHE_AERO,06/ENE/2022,00Hs,10.4,291,8,0.0
BARILOCHE_AERO,06/ENE/2022,03Hs,8.7,286,6,0.0
BARILOCHE_AERO,06/ENE/2022,06Hs,8.1,285,6,0.0
BARILOCHE_AERO,06/ENE/2022,09Hs,13.3,302,6,0.0
BARILOCHE_AERO,06/ENE/2022,12Hs,18.5,327,7,0.0
BARILOCHE_AERO,06/ENE/2022,15Hs,22.3,321,12,0.0
BARILOCHE_AERO,06/ENE/2022,18Hs,22.4,293,14,0.0
BARILOCHE_AERO,06/ENE/2022,21Hs,15.9,295,12,0.0
BARILOCHE_AERO,07/ENE/2022,00Hs,11.4,285,8,0.0
BARILOCHE_AERO,07/ENE/2022,03Hs,9.8,284,7,0.0
BARILOCHE_AERO,07/ENE/2022,06Hs,8.9,278,6,0.0
BARILOCHE_AERO,07/ENE/2022,09Hs,13.7,306,5,0.0
BARILOCHE_AERO,07/ENE/2022,12Hs,19.5,317,7,0.0
BARILOCHE_AERO,07/ENE/2022,15Hs,23.4,312,13,0.0
BARILOCHE_AERO,07/ENE/2022,18Hs,23.6,296,13,0.0
BARILOCHE_AERO,07/ENE/2022,21Hs,17.0,301,13,0.0
BARILOCHE_AERO,08/ENE/2022,00Hs,12.4,294,9,0.0
BARILOCHE_AERO,08/ENE/2022,03Hs,10.8,298,7,0.0
BARILOCHE_AERO,08/ENE/2022,06Hs,9.9,294,6,0.0
BARILOCHE_AERO,08/ENE/2022,09Hs,14.9,316,7,0.0
BARILOCHE_AERO,08/ENE/2022,12Hs,20.7,324,8,0.0
BARILOCHE_AERO,08/ENE/2022,15Hs,24.0,301,17,0.0
BARILOCHE_AERO,08/ENE/2022,18Hs,22.0,296,21,0.0
BARILOCHE_AERO,08/ENE/2022,21Hs,16.3,294,17,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,00Hs,21.7,319,12,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,03Hs,22.8,281,15,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,06Hs,19.6,248,20,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,09Hs,23.2,219,31,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,12Hs,26.0,199,27,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,15Hs,27.6,198,28,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,18Hs,23.9,175,33,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,21Hs,15.4,153,25,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,00Hs,10.3,106,9,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,03Hs,8.6,44,7,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,06Hs,8.3,22,6,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,09Hs,19.2,88,5,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,12Hs,26.2,115,10,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,15Hs,29.5,131,11,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,18Hs,29.6,96,9,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,21Hs,21.9,70,16,0.0
BENITO_JUAREZ_AERO,06/ENE/2022,00Hs,17.3,32,27,0.0
BENITO_JUAREZ_AERO,06/ENE/2022,03Hs,13.9,10,22,0.0
BENITO_JUAREZ_AERO,06/ENE/2022,06Hs,13.2,357,20,0.0
BENITO_JUAREZ_AERO,06/ENE/2022,09Hs,22.6,347,25,0.0
BENITO_JUAREZ_AERO,06/ENE/2022,12Hs,30.1,326,21,0.0
BENITO_JUAREZ_AERO,06/ENE/2022,15Hs,33.4,356,15,0.0
BENITO_JUAREZ_AERO,06/ENE/2022,18Hs,31.7,14,11,0.0
BENITO_JUAREZ_AERO,06/ENE/2022,21Hs,24.7,58,12,0.0
BENITO_JUAREZ_AERO,07/ENE/2022,00Hs,23.4,19,25,0.0
BENITO_JUAREZ_AERO,07/ENE/2022,03Hs,20.3,14,23,0.0
BENITO_JUAREZ_AERO,07/ENE/2022,06Hs,18.0,347,19,0.0
BENITO_JUAREZ_AERO,07/ENE/2022,09Hs,24.9,341,22,0.0
BENITO_JUAREZ_AERO,07/ENE/2022,12Hs,31.4,338,21,0.0
BENITO_JUAREZ_AERO,07/ENE/2022,15Hs,33.0,334,26,0.0
BENITO_JUAREZ_AERO,07/ENE/2022,18Hs,31.7,10,15,0.0
BENITO_JUAREZ_AERO,07/ENE/2022,21Hs,23.8,21,13,0.0
BENITO_JUAREZ_AERO,08/ENE/2022,00Hs,21.1,23,12,0.0
BENITO_JUAREZ_AERO,08/ENE/2022,03Hs,17.8,31,17,0.0
BENITO_JUAREZ_AERO,08/ENE/2022,06Hs,15.1,21,13,0.0
BENITO_JUAREZ_AERO,08/ENE/2022,09Hs,25.8,12,20,0.0
BENITO_JUAREZ_AERO,08/ENE/2022,12Hs,32.8,23,19,0.0
BENITO_JUAREZ_AERO,08/ENE/2022,15Hs,35.9,37,26,0.0
BENITO_JUAREZ_AERO,08/ENE/2022,18Hs,35.0,36,27,0.0
BENITO_JUAREZ_AERO,08/ENE/2022,21Hs,27.8,48,32,0.0
BERNARDO_DE_IRIGOYEN_AERO,04/ENE/2022,00Hs,17.0,137,5,0.0
BERNARDO_DE_IRIGOYEN_AERO,04/ENE/2022,03Hs,17.5,108,4,0.3
BERNARDO_DE_IRIGOYEN_AERO,04/ENE/2022,06Hs,17.1,130,6,0.4
BERNARDO_DE_IRIGOYEN_AERO,04/ENE/2022,09Hs,19.6,61,7,0.2
BERNARDO_DE_IRIGOYEN_AERO,04/ENE/2022,12Hs,22.3,330,10,3.1
BERNARDO_DE_IRIGOYEN_AERO,04/ENE/2022,15Hs,23.8,248,10,3.1
BERNARDO_DE_IRIGOYEN_AERO,04/ENE/2022,18Hs,24.4,231,7,1.1
BERNARDO_DE_IRIGOYEN_AERO,04/ENE/2022,21Hs,17.6,119,5,0.6
BERNARDO_DE_IRIGOYEN_AERO,05/ENE/2022,00Hs,16.8,209,1,0.0
BERNARDO_DE_IRIGOYEN_AERO,05/ENE/2022,03Hs,15.9,257,3,0.0
BERNARDO_DE_IRIGOYEN_AERO,05/ENE/2022,06Hs,15.5,199,5,0.0
BERNARDO_DE_IRIGOYEN_AERO,05/ENE/2022,09Hs,23.9,241,6,0.0
BERNARDO_DE_IRIGOYEN_AERO,05/ENE/2022,12Hs,27.6,207,17,0.0
BERNARDO_DE_IRIGOYEN_AERO,05/ENE/2022,15Hs,24.8,185,18,0.0
BERNARDO_DE_IRIGOYEN_AERO,05/ENE/2022,18Hs,23.7,166,16,0.0
BERNARDO_DE_IRIGOYEN_AERO,05/ENE/2022,21Hs,19.3,146,10,0.0
BERNARDO_DE_IRIGOYEN_AERO,06/ENE/2022,00Hs,17.6,139,13,0.0
BERNARDO_DE_IRIGOYEN_AERO,06/ENE/2022,03Hs,16.0,137,10,0.0
BERNARDO_DE_IRIGOYEN_AERO,06/ENE/2022,06Hs,14.5,137,8,0.0
BERNARDO_DE_IRIGOYEN_AERO,06/ENE/2022,09Hs,22.3,72,11,0.0
BERNARDO_DE_IRIGOYEN_AERO,06/ENE/2022,12Hs,28.1,35,7,0.0
BERNARDO_DE_IRIGOYEN_AERO,06/ENE/2022,15Hs,24.8,184,8,0.2
BERNARDO_DE_IRIGOYEN_AERO,06/ENE/2022,18Hs,25.3,105,8,0.0
BERNARDO_DE_IRIGOYEN_AERO,06/ENE/2022,21Hs,20.6,78,8,0.0
BERNARDO_DE_IRIGOYEN_AERO,07/ENE/2022,00Hs,18.5,67,12,0.0
BERNARDO_DE_IRIGOYEN_AERO,07/ENE/2022,03Hs,16.7,64,12,0.0
BERNARDO_DE_IRIGOYEN_AERO,07/ENE/2022,06Hs,15.2,58,9,0.0
BERNARDO_DE_IRIGOYEN_AERO,07/ENE/2022,09Hs,21.2,40,13,0.0
BERNARDO_DE_IRIGOYEN_AERO,07/ENE/2022,12Hs,26.8,14,8,0.1
BERNARDO_DE_IRIGOYEN_AERO,07/ENE/2022,15Hs,26.1,328,2,0.7
BERNARDO_DE_IRIGOYEN_AERO,07/ENE/2022,18Hs,23.8,80,4,0.0
BERNARDO_DE_IRIGOYEN_AERO,07/ENE/2022,21Hs,22.3,54,6,0.0
BERNARDO_DE_IRIGOYEN_AERO,08/ENE/2022,00Hs,21.1,55,13,0.0
BERNARDO_DE_IRIGOYEN_AERO,08/ENE/2022,03Hs,17.4,56,15,0.0
BERNARDO_DE_IRIGOYEN_AERO,08/ENE/2022,06Hs,15.4,51,11,0.0
BERNARDO_DE_IRIGOYEN_AERO,08/ENE/2022,09Hs,21.3,39,14,0.0
BERNARDO_DE_IRIGOYEN_AERO,08/ENE/2022,12Hs,28.2,9,8,0.0
BERNARDO_DE_IRIGOYEN_AERO,08/ENE/2022,15Hs,21.8,197,4,0.3
BERNARDO_DE_IRIGOYEN_AERO,08/ENE/2022,18Hs,19.9,189,12,0.7
BERNARDO_DE_IRIGOYEN_AERO,08/ENE/2022,21Hs,16.9,206,7,11.2
BOLIVAR_AERO,04/ENE/2022,00Hs,23.6,84,5,0.0
BOLIVAR_AERO,04/ENE/2022,03Hs,20.7,287,7,0.0
BOLIVAR_AERO,04/ENE/2022,06Hs,21.1,208,21,0.0
BOLIVAR_AERO,04/ENE/2022,09Hs,26.3,203,32,0.0
BOLIVAR_AERO,04/ENE/2022,12Hs,30.8,216,26,0.0
BOLIVAR_AERO,04/ENE/2022,15Hs,33.9,227,27,0.0
BOLIVAR_AERO,04/ENE/2022,18Hs,30.9,191,34,0.0
BOLIVAR_AERO,04/ENE/2022,21Hs,22.8,147,25,0.0
BOLIVAR_AERO,05/ENE/2022,00Hs,15.5,118,19,0.0
BOLIVAR_AERO,05/ENE/2022,03Hs,11.4,95,12,0.0
BOLIVAR_AERO,05/ENE/2022,06Hs,9.4,94,10,0.0
BOLIVAR_AERO,05/ENE/2022,09Hs,18.4,66,10,0.0
BOLIVAR_AERO,05/ENE/2022,12Hs,27.0,96,9,0.0
BOLIVAR_AERO,05/ENE/2022,15Hs,31.1,118,12,0.0
BOLIVAR_AERO,05/ENE/2022,18Hs,31.8,97,11,0.0
BOLIVAR_AERO,05/ENE/2022,21Hs,22.8,56,14,0.0
BOLIVAR_AERO,06/ENE/2022,00Hs,19.4,53,30,0.0
BOLIVAR_AERO,06/ENE/2022,03Hs,14.5,55,16,0.0
BOLIVAR_AERO,06/ENE/2022,06Hs,11.8,55,15,0.0
BOLIVAR_AERO,06/ENE/2022,09Hs,22.3,21,21,0.0
BOLIVAR_AERO,06/ENE/2022,12Hs,31.2,17,19,0.0
BOLIVAR_AERO,06/ENE/2022,15Hs,34.7,27,18,0.0
BOLIVAR_AERO,06/ENE/2022,18Hs,33.8,27,17,0.0
BOLIVAR_AERO,06/ENE/2022,21Hs,28.1,59,14,0.0
BOLIVAR_AERO,07/ENE/2022,00Hs,24.3,51,21,0.0
BOLIVAR_AERO,07/ENE/2022,03Hs,20.5,44,21,0.0
BOLIVAR_AERO,07/ENE/2022,06Hs,17.6,29,4,0.0
BOLIVAR_AERO,07/ENE/2022,09Hs,22.7,17,15,0.0
BOLIVAR_AERO,07/ENE/2022,12Hs,29.5,355,12,0.0
BOLIVAR_AERO,07/ENE/2022,15Hs,33.7,108,10,0.0
BOLIVAR_AERO,07/ENE/2022,18Hs,27.8,247,21,0.0
BOLIVAR_AERO,07/ENE/2022,21Hs,22.3,160,6,0.0
BOLIVAR_AERO,08/ENE/2022,00Hs,20.4,79,7,0.0
BOLIVAR_AERO,08/ENE/2022,03Hs,17.1,70,14,0.0
BOLIVAR_AERO,08/ENE/2022,06Hs,15.5,71,13,0.0
BOLIVAR_AERO,08/ENE/2022,09Hs,25.6,43,20,0.0
BOLIVAR_AERO,08/ENE/2022,12Hs,33.6,42,20,0.0
BOLIVAR_AERO,08/ENE/2022,15Hs,36.7,57,25,0.0
BOLIVAR_AERO,08/ENE/2022,18Hs,35.9,55,25,0.0
BOLIVAR_AERO,08/ENE/2022,21Hs,28.8,61,23,0.0
BUENOS_AIRES,04/ENE/2022,00Hs,26.0,29,13,0.0
BUENOS_AIRES,04/ENE/2022,03Hs,23.5,354,14,0.0
BUENOS_AIRES,04/ENE/2022,06Hs,21.4,268,11,0.6
BUENOS_AIRES,04/ENE/2022,09Hs,26.1,258,16,0.0
BUENOS_AIRES,04/ENE/2022,12Hs,34.4,198,21,0.0
BUENOS_AIRES,04/ENE/2022,15Hs,37.1,206,26,0.0
BUENOS_AIRES,04/ENE/2022,18Hs,35.8,200,31,0.0
BUENOS_AIRES,04/ENE/2022,21Hs,23.0,98,34,0.0
BUENOS_AIRES,05/ENE/2022,00Hs,18.7,114,28,0.0
BUENOS_AIRES,05/ENE/2022,03Hs,15.3,142,16,0.0
BUENOS_AIRES,05/ENE/2022,06Hs,12.3,148,11,0.0
BUENOS_AIRES,05/ENE/2022,09Hs,20.4,129,16,0.0
BUENOS_AIRES,05/ENE/2022,12Hs,27.5,137,14,0.0
BUENOS_AIRES,05/ENE/2022,15Hs,31.4,128,15,0.0
BUENOS_AIRES,05/ENE/2022,18Hs,26.4,66,29,0.0
BUENOS_AIRES,05/ENE/2022,21Hs,19.6,82,26,0.0
BUENOS_AIRES,06/ENE/2022,00Hs,18.7,84,22,0.0
BUENOS_AIRES,06/ENE/2022,03Hs,17.8,61,20,0.0
BUENOS_AIRES,06/ENE/2022,06Hs,15.3,52,13,0.0
BUENOS_AIRES,06/ENE/2022,09Hs,22.8,41,18,0.0
BUENOS_AIRES,06/ENE/2022,12Hs,29.7,49,16,0.0
BUENOS_AIRES,06/ENE/2022,15Hs,33.0,80,18,0.0
BUENOS_AIRES,06/ENE/2022,18Hs,32.1,72,19,0.0
