station_name,date,hour,temperature,wind_direction,wind_km/h,precipitation_mm,location
AEROPARQUE,01/MAY/2022,00Hs,8.7,287,4,0.0,-34.57 -58.42
AEROPARQUE,01/MAY/2022,03Hs,7.5,270,6,0.0,-34.57 -58.42
AEROPARQUE,01/MAY/2022,06Hs,5.7,253,6,0.0,-34.57 -58.42
AEROPARQUE,01/MAY/2022,09Hs,8.8,217,7,0.0,-34.57 -58.42
AEROPARQUE,01/MAY/2022,12Hs,15.1,172,9,0.0,-34.57 -58.42
AEROPARQUE,01/MAY/2022,15Hs,16.2,139,8,0.0,-34.57 -58.42
AEROPARQUE,01/MAY/2022,18Hs,11.9,120,5,0.0,-34.57 -58.42
AEROPARQUE,01/MAY/2022,21Hs,11.1,147,8,0.0,-34.57 -58.42
AEROPARQUE,02/MAY/2022,00Hs,10.1,85,6,0.0,-34.57 -58.42
AEROPARQUE,02/MAY/2022,03Hs,9.7,142,5,0.0,-34.57 -58.42
AEROPARQUE,02/MAY/2022,06Hs,10.4,117,9,0.0,-34.57 -58.42
AEROPARQUE,02/MAY/2022,09Hs,12.9,94,6,0.0,-34.57 -58.42
AEROPARQUE,02/MAY/2022,12Hs,13.9,94,9,0.0,-34.57 -58.42
AEROPARQUE,02/MAY/2022,15Hs,15.3,121,11,0.0,-34.57 -58.42
AEROPARQUE,02/MAY/2022,18Hs,13.5,121,16,0.1,-34.57 -58.42
AEROPARQUE,02/MAY/2022,21Hs,13.1,114,13,0.0,-34.57 -58.42
AEROPARQUE,03/MAY/2022,00Hs,12.3,122,9,0.0,-34.57 -58.42
AEROPARQUE,03/MAY/2022,03Hs,10.9,146,6,0.0,-34.57 -58.42
AEROPARQUE,03/MAY/2022,06Hs,9.7,171,8,0.0,-34.57 -58.42
AEROPARQUE,03/MAY/2022,09Hs,12.2,158,9,0.0,-34.57 -58.42
AEROPARQUE,03/MAY/2022,12Hs,15.8,124,9,0.0,-34.57 -58.42
AEROPARQUE,03/MAY/2022,15Hs,16.4,127,8,0.0,-34.57 -58.42
AEROPARQUE,03/MAY/2022,18Hs,12.6,129,7,0.0,-34.57 -58.42
AEROPARQUE,03/MAY/2022,21Hs,11.9,108,7,0.0,-34.57 -58.42
AEROPARQUE,04/MAY/2022,00Hs,10.8,61,5,0.0,-34.57 -58.42
AEROPARQUE,04/MAY/2022,03Hs,9.4,28,2,0.0,-34.57 -58.42
AEROPARQUE,04/MAY/2022,06Hs,8.7,260,1,0.0,-34.57 -58.42
