station_name,date,hour,temperature,wind_direction,wind_km/h,precipitation_mm,location
AEROPARQUE,24/JUN/2022,00Hs,8.7,102,9,0.0,-34.57 -58.42
AEROPARQUE,24/JUN/2022,03Hs,8.6,84,6,0.0,-34.57 -58.42
AEROPARQUE,24/JUN/2022,06Hs,8.4,130,6,0.0,-34.57 -58.42
AEROPARQUE,24/JUN/2022,09Hs,8.8,143,10,0.2,-34.57 -58.42
AEROPARQUE,24/JUN/2022,12Hs,9.0,148,13,0.4,-34.57 -58.42
AEROPARQUE,24/JUN/2022,15Hs,9.5,150,11,0.0,-34.57 -58.42
AEROPARQUE,24/JUN/2022,18Hs,8.8,160,8,0.0,-34.57 -58.42
AEROPARQUE,24/JUN/2022,21Hs,7.1,156,7,0.0,-34.57 -58.42
AEROPARQUE,25/JUN/2022,00Hs,6.9,146,8,0.0,-34.57 -58.42
AEROPARQUE,25/JUN/2022,03Hs,5.7,161,9,0.0,-34.57 -58.42
AEROPARQUE,25/JUN/2022,06Hs,5.4,153,9,0.0,-34.57 -58.42
AEROPARQUE,25/JUN/2022,09Hs,5.7,168,7,0.0,-34.57 -58.42
AEROPARQUE,25/JUN/2022,12Hs,8.3,149,9,0.0,-34.57 -58.42
AEROPARQUE,25/JUN/2022,15Hs,8.8,128,10,0.0,-34.57 -58.42
AEROPARQUE,25/JUN/2022,18Hs,6.3,133,8,0.0,-34.57 -58.42
AEROPARQUE,25/JUN/2022,21Hs,6.8,101,8,0.0,-34.57 -58.42
AEROPARQUE,26/JUN/2022,00Hs,6.4,76,7,0.0,-34.57 -58.42
AEROPARQUE,26/JUN/2022,03Hs,5.6,87,9,0.0,-34.57 -58.42
AEROPARQUE,26/JUN/2022,06Hs,5.1,68,9,0.0,-34.57 -58.42
AEROPARQUE,26/JUN/2022,09Hs,5.1,51,7,0.0,-34.57 -58.42
AEROPARQUE,26/JUN/2022,12Hs,8.9,63,9,0.0,-34.57 -58.42
AEROPARQUE,26/JUN/2022,15Hs,10.6,78,8,0.0,-34.57 -58.42
AEROPARQUE,26/JUN/2022,18Hs,9.2,82,6,0.0,-34.57 -58.42
AEROPARQUE,26/JUN/2022,21Hs,9.1,52,8,0.0,-34.57 -58.42
AEROPARQUE,27/JUN/2022,00Hs,8.7,38,8,0.0,-34.57 -58.42
AEROPARQUE,27/JUN/2022,03Hs,8.6,28,7,0.0,-34.57 -58.42
AEROPARQUE,27/JUN/2022,06Hs,8.0,9,2,0.0,-34.57 -58.42
AEROPARQUE,27/JUN/2022,09Hs,8.3,27,3,0.0,-34.57 -58.42
AEROPARQUE,27/JUN/2022,12Hs,9.9,98,2,0.0,-34.57 -58.42
AEROPARQUE,27/JUN/2022,15Hs,10.1,110,4,0.0,-34.57 -58.42
AEROPARQUE,27/JUN/2022,18Hs,9.0,89,5,0.0,-34.57 -58.42
AEROPARQUE,27/JUN/2022,21Hs,9.4,265,1,0.0,-34.57 -58.42
AEROPARQUE,28/JUN/2022,00Hs,8.8,224,2,0.3,-34.57 -58.42
AEROPARQUE,28/JUN/2022,03Hs,8.5,164,5,1.1,-34.57 -58.42
AEROPARQUE,28/JUN/2022,06Hs,8.5,188,7,1.6,-34.57 -58.42
AEROPARQUE,28/JUN/2022,09Hs,8.0,194,8,3.1,-34.57 -58.42
AEROPARQUE,28/JUN/2022,12Hs,9.3,172,6,0.8,-34.57 -58.42
AEROPARQUE,28/JUN/2022,15Hs,10.3,124,3,0.0,-34.57 -58.42
AEROPARQUE,28/JUN/2022,18Hs,8.8,310,3,0.0,-34.57 -58.42
AEROPARQUE,28/JUN/2022,21Hs,8.2,252,6,0.0,-34.57 -58.42
AZUL_AERO,24/JUN/2022,00Hs,0.8,92,8,0.0,-36.83 -59.88
AZUL_AERO,24/JUN/2022,03Hs,1.2,102,6,0.0,-36.83 -59.88
AZUL_AERO,24/JUN/2022,06Hs,-0.1,111,7,0.0,-36.83 -59.88
AZUL_AERO,24/JUN/2022,09Hs,0.0,103,5,0.0,-36.83 -59.88
AZUL_AERO,24/JUN/2022,12Hs,7.2,171,8,0.0,-36.83 -59.88
AZUL_AERO,24/JUN/2022,15Hs,9.5,176,12,0.0,-36.83 -59.88
AZUL_AERO,24/JUN/2022,18Hs,4.8,174,13,0.0,-36.83 -59.88
AZUL_AERO,24/JUN/2022,21Hs,1.7,180,12,0.0,-36.83 -59.88
AZUL_AERO,25/JUN/2022,00Hs,1.9,186,11,0.0,-36.83 -59.88
AZUL_AERO,25/JUN/2022,03Hs,0.5,180,11,0.0,-36.83 -59.88
AZUL_AERO,25/JUN/2022,06Hs,-0.8,186,10,0.0,-36.83 -59.88
AZUL_AERO,25/JUN/2022,09Hs,-0.2,174,9,0.0,-36.83 -59.88
AZUL_AERO,25/JUN/2022,12Hs,6.0,159,6,0.0,-36.83 -59.88
AZUL_AERO,25/JUN/2022,15Hs,7.6,346,2,0.0,-36.83 -59.88
AZUL_AERO,25/JUN/2022,18Hs,4.4,321,6,0.0,-36.83 -59.88
AZUL_AERO,25/JUN/2022,21Hs,2.7,4,3,0.0,-36.83 -59.88
AZUL_AERO,26/JUN/2022,00Hs,1.4,15,6,0.0,-36.83 -59.88
AZUL_AERO,26/JUN/2022,03Hs,0.4,51,8,0.0,-36.83 -59.88
AZUL_AERO,26/JUN/2022,06Hs,-0.6,53,8,0.0,-36.83 -59.88
AZUL_AERO,26/JUN/2022,09Hs,-0.3,28,9,0.0,-36.83 -59.88
AZUL_AERO,26/JUN/2022,12Hs,6.9,13,14,0.0,-36.83 -59.88
AZUL_AERO,26/JUN/2022,15Hs,9.3,2,16,0.0,-36.83 -59.88
AZUL_AERO,26/JUN/2022,18Hs,5.6,22,12,0.0,-36.83 -59.88
AZUL_AERO,26/JUN/2022,21Hs,6.1,14,11,0.0,-36.83 -59.88
AZUL_AERO,27/JUN/2022,00Hs,6.0,15,15,0.0,-36.83 -59.88
AZUL_AERO,27/JUN/2022,03Hs,3.0,9,10,0.0,-36.83 -59.88
AZUL_AERO,27/JUN/2022,06Hs,2.6,338,10,0.0,-36.83 -59.88
AZUL_AERO,27/JUN/2022,09Hs,3.2,332,8,0.0,-36.83 -59.88
AZUL_AERO,27/JUN/2022,12Hs,8.8,333,15,0.0,-36.83 -59.88
AZUL_AERO,27/JUN/2022,15Hs,10.5,314,16,0.0,-36.83 -59.88
AZUL_AERO,27/JUN/2022,18Hs,7.1,320,10,0.0,-36.83 -59.88
AZUL_AERO,27/JUN/2022,21Hs,4.5,285,7,0.0,-36.83 -59.88
AZUL_AERO,28/JUN/2022,00Hs,4.3,283,10,0.0,-36.83 -59.88
AZUL_AERO,28/JUN/2022,03Hs,4.5,284,9,0.0,-36.83 -59.88
AZUL_AERO,28/JUN/2022,06Hs,4.6,238,10,0.0,-36.83 -59.88
AZUL_AERO,28/JUN/2022,09Hs,6.0,254,10,0.0,-36.83 -59.88
AZUL_AERO,28/JUN/2022,12Hs,11.0,220,15,0.0,-36.83 -59.88
AZUL_AERO,28/JUN/2022,15Hs,13.2,219,15,0.0,-36.83 -59.88
AZUL_AERO,28/JUN/2022,18Hs,9.2,250,7,0.0,-36.83 -59.88
AZUL_AERO,28/JUN/2022,21Hs,6.7,243,12,0.0,-36.83 -59.88
BAHIA_BLANCA_AERO,24/JUN/2022,00Hs,3.8,106,8,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,24/JUN/2022,03Hs,3.6,137,13,0.6,-38.72 -62.17
BAHIA_BLANCA_AERO,24/JUN/2022,06Hs,3.4,12,4,0.6,-38.72 -62.17
BAHIA_BLANCA_AERO,24/JUN/2022,09Hs,3.1,206,11,0.6,-38.72 -62.17
BAHIA_BLANCA_AERO,24/JUN/2022,12Hs,3.8,213,14,0.2,-38.72 -62.17
