station_name,date,hour,temperature,wind_direction,wind_km/h,precipitation_mm
AEROPARQUE,02/ENE/2022,00Hs,18.4,325,6,0.4
AEROPARQUE,02/ENE/2022,03Hs,17.6,321,7,0.0
AEROPARQUE,02/ENE/2022,06Hs,17.4,318,4,1.4
AEROPARQUE,02/ENE/2022,09Hs,23.6,80,4,0.3
AEROPARQUE,02/ENE/2022,12Hs,31.9,68,10,0.0
AEROPARQUE,02/ENE/2022,15Hs,35.2,85,12,0.0
AEROPARQUE,02/ENE/2022,18Hs,30.6,107,14,0.0
AEROPARQUE,02/ENE/2022,21Hs,21.5,180,15,0.4
AEROPARQUE,03/ENE/2022,00Hs,19.6,311,4,2.6
AEROPARQUE,03/ENE/2022,03Hs,18.8,70,8,0.0
AEROPARQUE,03/ENE/2022,06Hs,18.1,211,6,0.0
AEROPARQUE,03/ENE/2022,09Hs,25.6,149,5,0.0
AEROPARQUE,03/ENE/2022,12Hs,30.3,116,11,0.0
AEROPARQUE,03/ENE/2022,15Hs,33.5,108,12,0.0
AEROPARQUE,03/ENE/2022,18Hs,31.6,104,10,0.0
AEROPARQUE,03/ENE/2022,21Hs,24.6,102,9,0.0
AEROPARQUE,04/ENE/2022,00Hs,26.1,26,10,0.0
AEROPARQUE,04/ENE/2022,03Hs,23.1,26,7,0.0
AEROPARQUE,04/ENE/2022,06Hs,20.6,278,5,0.0
AEROPARQUE,04/ENE/2022,09Hs,23.4,309,7,0.4
AEROPARQUE,04/ENE/2022,12Hs,34.7,237,14,0.0
AEROPARQUE,04/ENE/2022,15Hs,37.0,191,11,0.0
AEROPARQUE,04/ENE/2022,18Hs,36.5,209,21,0.0
AEROPARQUE,04/ENE/2022,21Hs,21.3,117,29,0.0
AEROPARQUE,05/ENE/2022,00Hs,20.3,123,30,0.0
AEROPARQUE,05/ENE/2022,03Hs,19.4,132,19,0.0
AEROPARQUE,05/ENE/2022,06Hs,18.2,143,15,0.0
AEROPARQUE,05/ENE/2022,09Hs,20.4,135,15,0.0
AEROPARQUE,05/ENE/2022,12Hs,23.1,127,15,0.0
AEROPARQUE,05/ENE/2022,15Hs,25.0,114,15,0.0
AEROPARQUE,05/ENE/2022,18Hs,23.0,118,20,0.0
AEROPARQUE,05/ENE/2022,21Hs,20.2,106,20,0.0
AEROPARQUE,06/ENE/2022,00Hs,18.9,89,20,0.0
AEROPARQUE,06/ENE/2022,03Hs,16.8,73,14,0.0
AEROPARQUE,06/ENE/2022,06Hs,15.9,54,11,0.0
AEROPARQUE,06/ENE/2022,09Hs,20.7,45,11,0.0
AEROPARQUE,06/ENE/2022,12Hs,27.6,87,11,0.0
AEROPARQUE,06/ENE/2022,15Hs,28.2,124,17,0.0
AEROPARQUE,06/ENE/2022,18Hs,25.0,119,19,0.0
AEROPARQUE,06/ENE/2022,21Hs,22.1,117,20,0.0
AZUL_AERO,02/ENE/2022,00Hs,19.2,192,6,0.0
