station_name,date,hour,temperature,wind_direction,wind_km/h,precipitation_mm
AEROPARQUE,03/ENE/2022,00Hs,24.4,34,9,0.0
AEROPARQUE,03/ENE/2022,03Hs,19.4,206,7,0.8
AEROPARQUE,03/ENE/2022,06Hs,20.3,146,6,0.0
AEROPARQUE,03/ENE/2022,09Hs,28.2,81,5,0.0
AEROPARQUE,03/ENE/2022,12Hs,35.3,93,5,0.0
AEROPARQUE,03/ENE/2022,15Hs,35.7,113,13,0.0
AEROPARQUE,03/ENE/2022,18Hs,34.8,112,10,0.0
AEROPARQUE,03/ENE/2022,21Hs,27.7,46,6,0.0
AEROPARQUE,04/ENE/2022,00Hs,24.6,325,6,0.0
AEROPARQUE,04/ENE/2022,03Hs,23.8,285,3,0.0
AEROPARQUE,04/ENE/2022,06Hs,20.0,308,12,1.4
AEROPARQUE,04/ENE/2022,09Hs,26.5,267,20,0.3
AEROPARQUE,04/ENE/2022,12Hs,31.0,221,13,0.0
AEROPARQUE,04/ENE/2022,15Hs,35.4,107,7,0.0
AEROPARQUE,04/ENE/2022,18Hs,25.2,126,33,0.0
AEROPARQUE,04/ENE/2022,21Hs,21.4,117,32,0.0
AEROPARQUE,05/ENE/2022,00Hs,20.5,125,30,0.0
AEROPARQUE,05/ENE/2022,03Hs,19.6,128,19,0.0
AEROPARQUE,05/ENE/2022,06Hs,18.6,142,15,0.0
AEROPARQUE,05/ENE/2022,09Hs,20.9,136,16,0.0
AEROPARQUE,05/ENE/2022,12Hs,23.7,124,16,0.0
AEROPARQUE,05/ENE/2022,15Hs,25.3,116,16,0.0
AEROPARQUE,05/ENE/2022,18Hs,22.7,112,22,0.0
AEROPARQUE,05/ENE/2022,21Hs,20.2,102,20,0.0
AEROPARQUE,06/ENE/2022,00Hs,19.2,94,19,0.0
AEROPARQUE,06/ENE/2022,03Hs,17.1,65,15,0.0
AEROPARQUE,06/ENE/2022,06Hs,14.7,59,9,0.0
AEROPARQUE,06/ENE/2022,09Hs,21.0,60,12,0.0
AEROPARQUE,06/ENE/2022,12Hs,27.0,102,11,0.0
AEROPARQUE,06/ENE/2022,15Hs,26.8,125,16,0.0
AEROPARQUE,06/ENE/2022,18Hs,24.7,122,20,0.0
AEROPARQUE,06/ENE/2022,21Hs,21.9,124,20,0.0
AEROPARQUE,07/ENE/2022,00Hs,22.7,71,17,0.0
AEROPARQUE,07/ENE/2022,03Hs,20.0,48,14,0.0
AEROPARQUE,07/ENE/2022,06Hs,17.2,52,10,0.0
AEROPARQUE,07/ENE/2022,09Hs,22.2,42,12,0.0
AEROPARQUE,07/ENE/2022,12Hs,28.5,101,10,0.0
AEROPARQUE,07/ENE/2022,15Hs,26.0,132,15,0.0
AEROPARQUE,07/ENE/2022,18Hs,25.0,118,19,0.0
AEROPARQUE,07/ENE/2022,21Hs,22.8,118,19,0.0
AZUL_AERO,03/ENE/2022,00Hs,18.9,114,10,0.0
AZUL_AERO,03/ENE/2022,03Hs,16.9,45,4,0.0
AZUL_AERO,03/ENE/2022,06Hs,16.3,245,10,0.0
AZUL_AERO,03/ENE/2022,09Hs,26.4,240,17,0.0
AZUL_AERO,03/ENE/2022,12Hs,32.7,251,20,0.0
AZUL_AERO,03/ENE/2022,15Hs,35.5,265,17,0.0
AZUL_AERO,03/ENE/2022,18Hs,34.8,257,16,0.0
AZUL_AERO,03/ENE/2022,21Hs,26.9,210,13,0.0
AZUL_AERO,04/ENE/2022,00Hs,23.0,199,14,0.0
AZUL_AERO,04/ENE/2022,03Hs,20.5,137,10,0.0
AZUL_AERO,04/ENE/2022,06Hs,19.3,208,12,0.0
AZUL_AERO,04/ENE/2022,09Hs,26.2,209,29,0.0
AZUL_AERO,04/ENE/2022,12Hs,29.5,217,26,0.0
AZUL_AERO,04/ENE/2022,15Hs,33.5,229,25,0.0
AZUL_AERO,04/ENE/2022,18Hs,30.7,186,34,0.0
AZUL_AERO,04/ENE/2022,21Hs,20.6,149,33,0.0
AZUL_AERO,05/ENE/2022,00Hs,14.0,106,16,0.0
AZUL_AERO,05/ENE/2022,03Hs,9.8,107,9,0.0
AZUL_AERO,05/ENE/2022,06Hs,7.7,107,6,0.0
AZUL_AERO,05/ENE/2022,09Hs,17.7,97,9,0.0
AZUL_AERO,05/ENE/2022,12Hs,27.4,132,6,0.0
AZUL_AERO,05/ENE/2022,15Hs,30.9,120,10,0.0
AZUL_AERO,05/ENE/2022,18Hs,31.3,91,14,0.0
AZUL_AERO,05/ENE/2022,21Hs,22.1,71,15,0.0
AZUL_AERO,06/ENE/2022,00Hs,15.8,59,25,0.0
AZUL_AERO,06/ENE/2022,03Hs,11.7,65,12,0.0
AZUL_AERO,06/ENE/2022,06Hs,10.5,64,13,0.0
AZUL_AERO,06/ENE/2022,09Hs,21.4,26,18,0.0
AZUL_AERO,06/ENE/2022,12Hs,30.0,28,16,0.0
AZUL_AERO,06/ENE/2022,15Hs,34.0,39,17,0.0
AZUL_AERO,06/ENE/2022,18Hs,33.4,46,17,0.0
AZUL_AERO,06/ENE/2022,21Hs,26.2,68,27,0.0
AZUL_AERO,07/ENE/2022,00Hs,20.0,61,25,0.0
AZUL_AERO,07/ENE/2022,03Hs,15.8,68,17,0.0
AZUL_AERO,07/ENE/2022,06Hs,14.7,69,13,0.0
AZUL_AERO,07/ENE/2022,09Hs,22.2,29,19,0.0
AZUL_AERO,07/ENE/2022,12Hs,27.3,322,16,0.0
AZUL_AERO,07/ENE/2022,15Hs,28.4,247,8,0.0
AZUL_AERO,07/ENE/2022,18Hs,27.1,158,11,0.0
AZUL_AERO,07/ENE/2022,21Hs,23.5,213,12,0.0
BAHIA_BLANCA_AERO,03/ENE/2022,00Hs,18.7,152,14,0.0
BAHIA_BLANCA_AERO,03/ENE/2022,03Hs,16.2,32,11,0.0
BAHIA_BLANCA_AERO,03/ENE/2022,06Hs,15.7,318,13,0.0
BAHIA_BLANCA_AERO,03/ENE/2022,09Hs,22.9,304,27,0.0
BAHIA_BLANCA_AERO,03/ENE/2022,12Hs,27.8,268,33,0.0
BAHIA_BLANCA_AERO,03/ENE/2022,15Hs,32.7,266,37,0.0
BAHIA_BLANCA_AERO,03/ENE/2022,18Hs,32.7,267,34,0.0
BAHIA_BLANCA_AERO,03/ENE/2022,21Hs,29.3,264,25,0.0
BAHIA_BLANCA_AERO,04/ENE/2022,00Hs,25.8,261,26,0.0
BAHIA_BLANCA_AERO,04/ENE/2022,03Hs,23.9,262,31,0.0
BAHIA_BLANCA_AERO,04/ENE/2022,06Hs,21.4,250,29,0.0
BAHIA_BLANCA_AERO,04/ENE/2022,09Hs,22.2,185,30,0.0
BAHIA_BLANCA_AERO,04/ENE/2022,12Hs,23.9,185,23,0.0
BAHIA_BLANCA_AERO,04/ENE/2022,15Hs,26.4,177,29,0.0
BAHIA_BLANCA_AERO,04/ENE/2022,18Hs,21.2,137,31,0.0
BAHIA_BLANCA_AERO,04/ENE/2022,21Hs,16.7,115,21,0.0
BAHIA_BLANCA_AERO,05/ENE/2022,00Hs,14.0,62,15,0.0
BAHIA_BLANCA_AERO,05/ENE/2022,03Hs,12.4,45,17,0.0
BAHIA_BLANCA_AERO,05/ENE/2022,06Hs,11.8,34,15,0.0
BAHIA_BLANCA_AERO,05/ENE/2022,09Hs,21.8,14,15,0.0
BAHIA_BLANCA_AERO,05/ENE/2022,12Hs,27.2,311,5,0.0
BAHIA_BLANCA_AERO,05/ENE/2022,15Hs,30.5,192,9,0.0
BAHIA_BLANCA_AERO,05/ENE/2022,18Hs,30.1,120,25,0.0
BAHIA_BLANCA_AERO,05/ENE/2022,21Hs,24.7,92,26,0.0
BAHIA_BLANCA_AERO,06/ENE/2022,00Hs,22.1,48,30,0.0
BAHIA_BLANCA_AERO,06/ENE/2022,03Hs,19.8,20,36,0.0
BAHIA_BLANCA_AERO,06/ENE/2022,06Hs,18.5,357,17,0.0
BAHIA_BLANCA_AERO,06/ENE/2022,09Hs,23.0,330,13,0.0
BAHIA_BLANCA_AERO,06/ENE/2022,12Hs,30.5,327,21,0.0
BAHIA_BLANCA_AERO,06/ENE/2022,15Hs,33.0,359,11,0.0
BAHIA_BLANCA_AERO,06/ENE/2022,18Hs,32.8,359,20,0.0
BAHIA_BLANCA_AERO,06/ENE/2022,21Hs,26.4,357,2,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,00Hs,24.5,123,7,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,03Hs,22.0,14,13,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,06Hs,22.2,11,13,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,09Hs,24.5,358,16,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,12Hs,30.7,295,22,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,15Hs,34.0,312,21,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,18Hs,33.4,18,16,0.0
BAHIA_BLANCA_AERO,07/ENE/2022,21Hs,27.3,352,14,0.0
BARILOCHE_AERO,03/ENE/2022,00Hs,4.5,298,21,0.0
BARILOCHE_AERO,03/ENE/2022,03Hs,4.5,291,16,0.7
BARILOCHE_AERO,03/ENE/2022,06Hs,8.1,302,23,2.3
BARILOCHE_AERO,03/ENE/2022,09Hs,9.5,303,29,2.9
BARILOCHE_AERO,03/ENE/2022,12Hs,10.5,292,31,4.8
BARILOCHE_AERO,03/ENE/2022,15Hs,10.6,285,31,1.4
BARILOCHE_AERO,03/ENE/2022,18Hs,10.0,282,34,0.6
BARILOCHE_AERO,03/ENE/2022,21Hs,8.5,296,33,0.0
BARILOCHE_AERO,04/ENE/2022,00Hs,5.7,299,28,0.0
BARILOCHE_AERO,04/ENE/2022,03Hs,3.8,293,21,0.0
BARILOCHE_AERO,04/ENE/2022,06Hs,4.7,296,20,0.0
BARILOCHE_AERO,04/ENE/2022,09Hs,6.4,301,20,0.0
BARILOCHE_AERO,04/ENE/2022,12Hs,9.3,284,19,0.0
BARILOCHE_AERO,04/ENE/2022,15Hs,15.3,281,13,0.0
BARILOCHE_AERO,04/ENE/2022,18Hs,16.6,291,15,0.0
BARILOCHE_AERO,04/ENE/2022,21Hs,11.7,302,13,0.0
BARILOCHE_AERO,05/ENE/2022,00Hs,7.5,290,10,0.0
BARILOCHE_AERO,05/ENE/2022,03Hs,6.2,285,7,0.0
BARILOCHE_AERO,05/ENE/2022,06Hs,4.9,282,5,0.0
BARILOCHE_AERO,05/ENE/2022,09Hs,10.3,343,2,0.0
BARILOCHE_AERO,05/ENE/2022,12Hs,14.7,336,5,0.0
BARILOCHE_AERO,05/ENE/2022,15Hs,17.9,345,5,0.0
BARILOCHE_AERO,05/ENE/2022,18Hs,20.1,340,6,0.0
BARILOCHE_AERO,05/ENE/2022,21Hs,15.4,282,10,0.0
BARILOCHE_AERO,06/ENE/2022,00Hs,10.6,290,7,0.0
BARILOCHE_AERO,06/ENE/2022,03Hs,9.1,289,6,0.0
BARILOCHE_AERO,06/ENE/2022,06Hs,8.5,290,6,0.0
BARILOCHE_AERO,06/ENE/2022,09Hs,13.4,308,5,0.0
BARILOCHE_AERO,06/ENE/2022,12Hs,19.1,330,7,0.0
BARILOCHE_AERO,06/ENE/2022,15Hs,22.4,307,15,0.0
BARILOCHE_AERO,06/ENE/2022,18Hs,21.6,284,15,0.0
BARILOCHE_AERO,06/ENE/2022,21Hs,15.2,300,14,0.0
BARILOCHE_AERO,07/ENE/2022,00Hs,10.8,294,10,0.0
BARILOCHE_AERO,07/ENE/2022,03Hs,9.3,283,8,0.0
BARILOCHE_AERO,07/ENE/2022,06Hs,8.4,282,6,0.0
BARILOCHE_AERO,07/ENE/2022,09Hs,13.2,304,6,0.0
BARILOCHE_AERO,07/ENE/2022,12Hs,19.5,307,9,0.0
BARILOCHE_AERO,07/ENE/2022,15Hs,22.6,302,14,0.0
BARILOCHE_AERO,07/ENE/2022,18Hs,22.2,303,19,0.0
BARILOCHE_AERO,07/ENE/2022,21Hs,15.6,308,16,0.0
BENITO_JUAREZ_AERO,03/ENE/2022,00Hs,19.6,254,7,0.0
BENITO_JUAREZ_AERO,03/ENE/2022,03Hs,16.2,360,13,0.0
BENITO_JUAREZ_AERO,03/ENE/2022,06Hs,15.5,304,13,0.0
BENITO_JUAREZ_AERO,03/ENE/2022,09Hs,24.8,288,22,0.0
BENITO_JUAREZ_AERO,03/ENE/2022,12Hs,31.1,254,29,0.0
BENITO_JUAREZ_AERO,03/ENE/2022,15Hs,34.0,256,24,0.0
BENITO_JUAREZ_AERO,03/ENE/2022,18Hs,32.7,259,25,0.0
BENITO_JUAREZ_AERO,03/ENE/2022,21Hs,25.3,270,10,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,00Hs,22.5,271,7,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,03Hs,21.3,221,9,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,06Hs,18.1,263,10,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,09Hs,23.8,212,28,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,12Hs,27.1,193,25,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,15Hs,27.5,191,31,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,18Hs,24.7,177,33,0.0
BENITO_JUAREZ_AERO,04/ENE/2022,21Hs,15.6,153,26,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,00Hs,10.6,149,12,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,03Hs,8.5,77,8,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,06Hs,7.7,14,5,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,09Hs,17.9,30,5,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,12Hs,26.0,136,8,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,15Hs,29.6,128,13,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,18Hs,29.2,105,13,0.0
BENITO_JUAREZ_AERO,05/ENE/2022,21Hs,22.0,92,27,0.0
BENITO_JUAREZ_AERO,06/ENE/2022,00Hs,16.5,44,27,0.0
