station_name,date,hour,temperature,wind_direction,wind_km/h,precipitation_mm,location
AEROPARQUE,05/ENE/2022,00Hs,20.1,135,24,0.0,-34.57 -58.42
AEROPARQUE,05/ENE/2022,03Hs,18.3,145,16,0.0,-34.57 -58.42
AEROPARQUE,05/ENE/2022,06Hs,15.8,147,14,0.0,-34.57 -58.42
AEROPARQUE,05/ENE/2022,09Hs,19.4,140,14,0.0,-34.57 -58.42
AEROPARQUE,05/ENE/2022,12Hs,22.6,119,14,0.0,-34.57 -58.42
AEROPARQUE,05/ENE/2022,15Hs,24.8,108,15,0.0,-34.57 -58.42
AEROPARQUE,05/ENE/2022,18Hs,22.5,109,20,0.0,-34.57 -58.42
AEROPARQUE,05/ENE/2022,21Hs,19.6,102,21,0.0,-34.57 -58.42
AEROPARQUE,06/ENE/2022,00Hs,18.3,90,18,0.0,-34.57 -58.42
AEROPARQUE,06/ENE/2022,03Hs,16.1,69,14,0.0,-34.57 -58.42
AEROPARQUE,06/ENE/2022,06Hs,13.7,48,8,0.0,-34.57 -58.42
AEROPARQUE,06/ENE/2022,09Hs,20.8,43,10,0.0,-34.57 -58.42
AEROPARQUE,06/ENE/2022,12Hs,26.8,95,11,0.0,-34.57 -58.42
AEROPARQUE,06/ENE/2022,15Hs,27.6,117,15,0.0,-34.57 -58.42
AEROPARQUE,06/ENE/2022,18Hs,24.7,120,19,0.0,-34.57 -58.42
AEROPARQUE,06/ENE/2022,21Hs,21.9,120,18,0.0,-34.57 -58.42
AEROPARQUE,07/ENE/2022,00Hs,22.0,80,18,0.0,-34.57 -58.42
AEROPARQUE,07/ENE/2022,03Hs,19.5,47,12,0.0,-34.57 -58.42
AEROPARQUE,07/ENE/2022,06Hs,16.3,43,9,0.0,-34.57 -58.42
AEROPARQUE,07/ENE/2022,09Hs,22.7,32,10,0.0,-34.57 -58.42
AEROPARQUE,07/ENE/2022,12Hs,28.6,109,12,0.0,-34.57 -58.42
AEROPARQUE,07/ENE/2022,15Hs,26.5,133,14,0.0,-34.57 -58.42
AEROPARQUE,07/ENE/2022,18Hs,24.5,119,17,0.0,-34.57 -58.42
AEROPARQUE,07/ENE/2022,21Hs,22.1,121,18,0.0,-34.57 -58.42
AEROPARQUE,08/ENE/2022,00Hs,22.3,99,14,0.0,-34.57 -58.42
AEROPARQUE,08/ENE/2022,03Hs,21.5,60,13,0.0,-34.57 -58.42
AEROPARQUE,08/ENE/2022,06Hs,18.8,58,12,0.0,-34.57 -58.42
AEROPARQUE,08/ENE/2022,09Hs,22.9,56,14,0.0,-34.57 -58.42
AEROPARQUE,08/ENE/2022,12Hs,28.9,99,12,0.0,-34.57 -58.42
AEROPARQUE,08/ENE/2022,15Hs,28.8,128,16,0.0,-34.57 -58.42
AEROPARQUE,08/ENE/2022,18Hs,25.4,123,23,0.0,-34.57 -58.42
AEROPARQUE,08/ENE/2022,21Hs,22.9,124,20,0.0,-34.57 -58.42
AEROPARQUE,09/ENE/2022,00Hs,24.3,56,19,0.0,-34.57 -58.42
AEROPARQUE,09/ENE/2022,03Hs,19.5,56,14,0.0,-34.57 -58.42
AEROPARQUE,09/ENE/2022,06Hs,18.0,58,14,0.0,-34.57 -58.42
AEROPARQUE,09/ENE/2022,09Hs,22.6,50,15,0.0,-34.57 -58.42
AEROPARQUE,09/ENE/2022,12Hs,29.2,81,12,0.0,-34.57 -58.42
AEROPARQUE,09/ENE/2022,15Hs,30.5,119,13,0.0,-34.57 -58.42
AEROPARQUE,09/ENE/2022,18Hs,25.8,124,19,0.0,-34.57 -58.42
AEROPARQUE,09/ENE/2022,21Hs,22.8,124,16,0.0,-34.57 -58.42
AZUL_AERO,05/ENE/2022,00Hs,12.5,137,16,0.0,-36.83 -59.88
AZUL_AERO,05/ENE/2022,03Hs,9.1,134,10,0.0,-36.83 -59.88
AZUL_AERO,05/ENE/2022,06Hs,8.1,154,10,0.0,-36.83 -59.88
AZUL_AERO,05/ENE/2022,09Hs,17.9,123,10,0.0,-36.83 -59.88
AZUL_AERO,05/ENE/2022,12Hs,25.9,95,9,0.0,-36.83 -59.88
AZUL_AERO,05/ENE/2022,15Hs,29.9,78,10,0.0,-36.83 -59.88
AZUL_AERO,05/ENE/2022,18Hs,30.2,69,13,0.0,-36.83 -59.88
AZUL_AERO,05/ENE/2022,21Hs,21.7,54,14,0.0,-36.83 -59.88
AZUL_AERO,06/ENE/2022,00Hs,16.1,47,26,0.0,-36.83 -59.88
AZUL_AERO,06/ENE/2022,03Hs,11.9,42,13,0.0,-36.83 -59.88
AZUL_AERO,06/ENE/2022,06Hs,10.4,32,11,0.0,-36.83 -59.88
AZUL_AERO,06/ENE/2022,09Hs,21.4,2,19,0.0,-36.83 -59.88
AZUL_AERO,06/ENE/2022,12Hs,30.2,357,17,0.0,-36.83 -59.88
AZUL_AERO,06/ENE/2022,15Hs,33.6,22,17,0.0,-36.83 -59.88
AZUL_AERO,06/ENE/2022,18Hs,33.2,34,17,0.0,-36.83 -59.88
AZUL_AERO,06/ENE/2022,21Hs,25.5,30,14,0.0,-36.83 -59.88
AZUL_AERO,07/ENE/2022,00Hs,23.2,32,20,0.0,-36.83 -59.88
AZUL_AERO,07/ENE/2022,03Hs,18.6,29,17,0.0,-36.83 -59.88
AZUL_AERO,07/ENE/2022,06Hs,14.5,54,8,0.0,-36.83 -59.88
AZUL_AERO,07/ENE/2022,09Hs,24.6,356,15,0.0,-36.83 -59.88
AZUL_AERO,07/ENE/2022,12Hs,31.2,334,13,0.0,-36.83 -59.88
AZUL_AERO,07/ENE/2022,15Hs,33.5,20,11,0.0,-36.83 -59.88
AZUL_AERO,07/ENE/2022,18Hs,32.4,76,14,0.0,-36.83 -59.88
AZUL_AERO,07/ENE/2022,21Hs,24.8,71,12,0.0,-36.83 -59.88
AZUL_AERO,08/ENE/2022,00Hs,19.9,49,14,0.0,-36.83 -59.88
AZUL_AERO,08/ENE/2022,03Hs,15.2,67,14,0.0,-36.83 -59.88
AZUL_AERO,08/ENE/2022,06Hs,14.0,73,13,0.0,-36.83 -59.88
AZUL_AERO,08/ENE/2022,09Hs,25.0,25,21,0.0,-36.83 -59.88
AZUL_AERO,08/ENE/2022,12Hs,32.9,29,19,0.0,-36.83 -59.88
