station_name,date,hour,temperature,wind_direction,wind_km/h,precipitation_mm,location
AEROPARQUE,20/OCT/2022,00Hs,15.3,97,8,0.8,-34.57 -58.42
AEROPARQUE,20/OCT/2022,03Hs,15.2,7,3,3.6,-34.57 -58.42
AEROPARQUE,20/OCT/2022,06Hs,15.4,254,2,3.8,-34.57 -58.42
AEROPARQUE,20/OCT/2022,09Hs,17.4,154,2,0.2,-34.57 -58.42
AEROPARQUE,20/OCT/2022,12Hs,19.6,183,7,0.1,-34.57 -58.42
AEROPARQUE,20/OCT/2022,15Hs,21.4,152,8,0.2,-34.57 -58.42
AEROPARQUE,20/OCT/2022,18Hs,17.0,86,7,0.9,-34.57 -58.42
AEROPARQUE,20/OCT/2022,21Hs,15.5,61,6,0.1,-34.57 -58.42
AEROPARQUE,21/OCT/2022,00Hs,15.3,343,4,0.0,-34.57 -58.42
AEROPARQUE,21/OCT/2022,03Hs,14.2,258,6,0.0,-34.57 -58.42
AEROPARQUE,21/OCT/2022,06Hs,13.3,176,6,0.0,-34.57 -58.42
AEROPARQUE,21/OCT/2022,09Hs,18.5,136,9,0.0,-34.57 -58.42
AEROPARQUE,21/OCT/2022,12Hs,20.7,114,13,0.0,-34.57 -58.42
AEROPARQUE,21/OCT/2022,15Hs,21.0,107,17,0.0,-34.57 -58.42
AEROPARQUE,21/OCT/2022,18Hs,16.0,110,22,0.0,-34.57 -58.42
AEROPARQUE,21/OCT/2022,21Hs,14.2,120,24,0.0,-34.57 -58.42
AEROPARQUE,22/OCT/2022,00Hs,13.2,123,22,0.0,-34.57 -58.42
AEROPARQUE,22/OCT/2022,03Hs,11.1,186,17,0.8,-34.57 -58.42
AEROPARQUE,22/OCT/2022,06Hs,9.1,181,13,13.3,-34.57 -58.42
AEROPARQUE,22/OCT/2022,09Hs,9.4,185,12,1.0,-34.57 -58.42
AEROPARQUE,22/OCT/2022,12Hs,9.8,173,10,0.2,-34.57 -58.42
AEROPARQUE,22/OCT/2022,15Hs,13.5,130,13,0.0,-34.57 -58.42
AEROPARQUE,22/OCT/2022,18Hs,13.5,88,9,0.0,-34.57 -58.42
AEROPARQUE,22/OCT/2022,21Hs,9.7,81,10,0.0,-34.57 -58.42
AEROPARQUE,23/OCT/2022,00Hs,8.8,77,10,0.0,-34.57 -58.42
AEROPARQUE,23/OCT/2022,03Hs,7.5,57,8,0.0,-34.57 -58.42
AEROPARQUE,23/OCT/2022,06Hs,6.6,67,8,0.0,-34.57 -58.42
AEROPARQUE,23/OCT/2022,09Hs,12.4,65,11,0.0,-34.57 -58.42
AEROPARQUE,23/OCT/2022,12Hs,17.3,76,11,0.0,-34.57 -58.42
AEROPARQUE,23/OCT/2022,15Hs,19.9,92,12,0.0,-34.57 -58.42
AEROPARQUE,23/OCT/2022,18Hs,16.1,131,11,0.0,-34.57 -58.42
AEROPARQUE,23/OCT/2022,21Hs,12.4,53,8,0.0,-34.57 -58.42
AEROPARQUE,24/OCT/2022,00Hs,12.4,32,11,0.0,-34.57 -58.42
AEROPARQUE,24/OCT/2022,03Hs,11.4,30,12,0.0,-34.57 -58.42
AEROPARQUE,24/OCT/2022,06Hs,10.5,30,13,0.0,-34.57 -58.42
AEROPARQUE,24/OCT/2022,09Hs,15.5,20,14,0.0,-34.57 -58.42
AEROPARQUE,24/OCT/2022,12Hs,22.5,26,13,0.0,-34.57 -58.42
AEROPARQUE,24/OCT/2022,15Hs,24.0,7,11,0.0,-34.57 -58.42
AEROPARQUE,24/OCT/2022,18Hs,22.9,62,8,0.0,-34.57 -58.42
AEROPARQUE,24/OCT/2022,21Hs,18.9,37,12,0.0,-34.57 -58.42
AZUL_AERO,20/OCT/2022,00Hs,12.8,39,10,0.0,-36.83 -59.88
AZUL_AERO,20/OCT/2022,03Hs,12.5,43,9,0.0,-36.83 -59.88
AZUL_AERO,20/OCT/2022,06Hs,12.9,3,6,0.0,-36.83 -59.88
AZUL_AERO,20/OCT/2022,09Hs,15.0,257,7,0.0,-36.83 -59.88
AZUL_AERO,20/OCT/2022,12Hs,23.2,289,14,0.0,-36.83 -59.88
AZUL_AERO,20/OCT/2022,15Hs,25.9,314,12,0.0,-36.83 -59.88
AZUL_AERO,20/OCT/2022,18Hs,27.3,226,19,0.0,-36.83 -59.88
AZUL_AERO,20/OCT/2022,21Hs,15.4,154,24,0.0,-36.83 -59.88
AZUL_AERO,21/OCT/2022,00Hs,10.0,162,13,0.0,-36.83 -59.88
AZUL_AERO,21/OCT/2022,03Hs,8.1,148,12,0.0,-36.83 -59.88
AZUL_AERO,21/OCT/2022,06Hs,7.4,162,14,0.0,-36.83 -59.88
AZUL_AERO,21/OCT/2022,09Hs,15.4,146,23,0.0,-36.83 -59.88
AZUL_AERO,21/OCT/2022,12Hs,20.9,138,18,0.0,-36.83 -59.88
AZUL_AERO,21/OCT/2022,15Hs,20.9,174,30,0.0,-36.83 -59.88
AZUL_AERO,21/OCT/2022,18Hs,11.2,148,35,0.0,-36.83 -59.88
AZUL_AERO,21/OCT/2022,21Hs,6.3,145,24,1.5,-36.83 -59.88
