station_name,date,hour,temperature,wind_direction,wind_km/h,precipitation_mm,location
AEROPARQUE,27/AGO/2022,00Hs,17.6,322,15,0.8,-34.57 -58.42
AEROPARQUE,27/AGO/2022,03Hs,16.3,296,10,4.1,-34.57 -58.42
AEROPARQUE,27/AGO/2022,06Hs,15.9,246,5,6.8,-34.57 -58.42
AEROPARQUE,27/AGO/2022,09Hs,16.3,215,11,7.7,-34.57 -58.42
AEROPARQUE,27/AGO/2022,12Hs,17.3,201,17,0.0,-34.57 -58.42
AEROPARQUE,27/AGO/2022,15Hs,18.4,198,17,0.0,-34.57 -58.42
AEROPARQUE,27/AGO/2022,18Hs,14.0,194,18,0.0,-34.57 -58.42
AEROPARQUE,27/AGO/2022,21Hs,10.7,172,21,0.0,-34.57 -58.42
AEROPARQUE,28/AGO/2022,00Hs,7.4,165,18,0.0,-34.57 -58.42
AEROPARQUE,28/AGO/2022,03Hs,5.9,164,14,0.0,-34.57 -58.42
AEROPARQUE,28/AGO/2022,06Hs,4.2,187,9,0.0,-34.57 -58.42
AEROPARQUE,28/AGO/2022,09Hs,6.2,193,11,0.0,-34.57 -58.42
AEROPARQUE,28/AGO/2022,12Hs,9.6,165,11,0.0,-34.57 -58.42
AEROPARQUE,28/AGO/2022,15Hs,11.3,142,9,0.0,-34.57 -58.42
AEROPARQUE,28/AGO/2022,18Hs,8.9,113,6,0.0,-34.57 -58.42
AEROPARQUE,28/AGO/2022,21Hs,5.9,172,3,0.0,-34.57 -58.42
AEROPARQUE,29/AGO/2022,00Hs,3.4,3,7,0.0,-34.57 -58.42
AEROPARQUE,29/AGO/2022,03Hs,2.7,347,5,0.0,-34.57 -58.42
AEROPARQUE,29/AGO/2022,06Hs,1.8,2,5,0.0,-34.57 -58.42
AEROPARQUE,29/AGO/2022,09Hs,6.0,20,7,0.0,-34.57 -58.42
AEROPARQUE,29/AGO/2022,12Hs,12.3,22,10,0.0,-34.57 -58.42
AEROPARQUE,29/AGO/2022,15Hs,15.0,27,9,0.0,-34.57 -58.42
AEROPARQUE,29/AGO/2022,18Hs,11.5,66,5,0.0,-34.57 -58.42
AEROPARQUE,29/AGO/2022,21Hs,7.0,26,5,0.0,-34.57 -58.42
AEROPARQUE,30/AGO/2022,00Hs,5.7,25,7,0.0,-34.57 -58.42
AEROPARQUE,30/AGO/2022,03Hs,4.8,24,8,0.0,-34.57 -58.42
AEROPARQUE,30/AGO/2022,06Hs,4.0,29,7,0.0,-34.57 -58.42
AEROPARQUE,30/AGO/2022,09Hs,7.7,21,10,0.0,-34.57 -58.42
AEROPARQUE,30/AGO/2022,12Hs,15.0,36,10,0.0,-34.57 -58.42
AEROPARQUE,30/AGO/2022,15Hs,17.3,71,11,0.0,-34.57 -58.42
AEROPARQUE,30/AGO/2022,18Hs,11.8,128,10,0.0,-34.57 -58.42
AEROPARQUE,30/AGO/2022,21Hs,10.6,47,10,0.0,-34.57 -58.42
AEROPARQUE,31/AGO/2022,00Hs,9.6,53,9,0.0,-34.57 -58.42
AEROPARQUE,31/AGO/2022,03Hs,8.8,52,7,0.0,-34.57 -58.42
AEROPARQUE,31/AGO/2022,06Hs,8.4,48,6,0.0,-34.57 -58.42
AEROPARQUE,31/AGO/2022,09Hs,11.7,34,9,0.0,-34.57 -58.42
AEROPARQUE,31/AGO/2022,12Hs,18.5,43,9,0.0,-34.57 -58.42
AEROPARQUE,31/AGO/2022,15Hs,17.6,36,10,0.0,-34.57 -58.42
AEROPARQUE,31/AGO/2022,18Hs,15.6,71,8,0.0,-34.57 -58.42
AEROPARQUE,31/AGO/2022,21Hs,12.7,68,8,0.0,-34.57 -58.42
AZUL_AERO,27/AGO/2022,00Hs,11.3,183,14,0.0,-36.83 -59.88
AZUL_AERO,27/AGO/2022,03Hs,10.8,220,13,0.0,-36.83 -59.88
AZUL_AERO,27/AGO/2022,06Hs,9.7,207,19,0.0,-36.83 -59.88
AZUL_AERO,27/AGO/2022,09Hs,9.2,211,18,0.0,-36.83 -59.88
AZUL_AERO,27/AGO/2022,12Hs,12.2,194,31,0.0,-36.83 -59.88
AZUL_AERO,27/AGO/2022,15Hs,11.8,204,34,0.0,-36.83 -59.88
AZUL_AERO,27/AGO/2022,18Hs,8.4,176,26,0.0,-36.83 -59.88
AZUL_AERO,27/AGO/2022,21Hs,3.1,179,11,0.0,-36.83 -59.88
AZUL_AERO,28/AGO/2022,00Hs,1.2,199,11,0.0,-36.83 -59.88
AZUL_AERO,28/AGO/2022,03Hs,-0.1,216,12,0.0,-36.83 -59.88
AZUL_AERO,28/AGO/2022,06Hs,-1.0,219,12,0.0,-36.83 -59.88
AZUL_AERO,28/AGO/2022,09Hs,2.4,218,15,0.0,-36.83 -59.88
AZUL_AERO,28/AGO/2022,12Hs,8.5,189,17,0.0,-36.83 -59.88
AZUL_AERO,28/AGO/2022,15Hs,10.9,201,11,0.0,-36.83 -59.88
AZUL_AERO,28/AGO/2022,18Hs,8.6,206,3,0.0,-36.83 -59.88
AZUL_AERO,28/AGO/2022,21Hs,3.9,45,2,0.0,-36.83 -59.88
AZUL_AERO,29/AGO/2022,00Hs,2.4,14,8,0.0,-36.83 -59.88
AZUL_AERO,29/AGO/2022,03Hs,1.2,350,11,0.0,-36.83 -59.88
AZUL_AERO,29/AGO/2022,06Hs,0.2,0,10,0.0,-36.83 -59.88
AZUL_AERO,29/AGO/2022,09Hs,4.1,3,15,0.0,-36.83 -59.88
AZUL_AERO,29/AGO/2022,12Hs,11.5,353,23,0.0,-36.83 -59.88
AZUL_AERO,29/AGO/2022,15Hs,14.6,353,24,0.0,-36.83 -59.88
AZUL_AERO,29/AGO/2022,18Hs,11.8,5,18,0.0,-36.83 -59.88
AZUL_AERO,29/AGO/2022,21Hs,5.8,14,13,0.0,-36.83 -59.88
AZUL_AERO,30/AGO/2022,00Hs,4.1,16,14,0.0,-36.83 -59.88
AZUL_AERO,30/AGO/2022,03Hs,2.7,14,13,0.0,-36.83 -59.88
AZUL_AERO,30/AGO/2022,06Hs,1.8,10,13,0.0,-36.83 -59.88
AZUL_AERO,30/AGO/2022,09Hs,5.8,5,19,0.0,-36.83 -59.88
AZUL_AERO,30/AGO/2022,12Hs,14.1,352,24,0.0,-36.83 -59.88
AZUL_AERO,30/AGO/2022,15Hs,17.1,358,22,0.0,-36.83 -59.88
AZUL_AERO,30/AGO/2022,18Hs,14.0,27,16,0.0,-36.83 -59.88
AZUL_AERO,30/AGO/2022,21Hs,7.7,36,14,0.0,-36.83 -59.88
AZUL_AERO,31/AGO/2022,00Hs,5.6,32,13,0.0,-36.83 -59.88
AZUL_AERO,31/AGO/2022,03Hs,4.7,31,12,0.0,-36.83 -59.88
AZUL_AERO,31/AGO/2022,06Hs,4.7,38,10,0.0,-36.83 -59.88
AZUL_AERO,31/AGO/2022,09Hs,8.5,31,11,0.0,-36.83 -59.88
AZUL_AERO,31/AGO/2022,12Hs,15.9,26,15,0.0,-36.83 -59.88
AZUL_AERO,31/AGO/2022,15Hs,18.9,22,15,0.0,-36.83 -59.88
AZUL_AERO,31/AGO/2022,18Hs,16.0,38,10,0.0,-36.83 -59.88
AZUL_AERO,31/AGO/2022,21Hs,11.8,53,9,0.0,-36.83 -59.88
BAHIA_BLANCA_AERO,27/AGO/2022,00Hs,12.6,274,19,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,27/AGO/2022,03Hs,10.1,252,23,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,27/AGO/2022,06Hs,7.4,226,22,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,27/AGO/2022,09Hs,7.8,205,30,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,27/AGO/2022,12Hs,9.7,211,39,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,27/AGO/2022,15Hs,10.9,205,34,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,27/AGO/2022,18Hs,8.8,185,25,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,27/AGO/2022,21Hs,4.7,183,16,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,28/AGO/2022,00Hs,2.6,172,10,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,28/AGO/2022,03Hs,1.8,204,7,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,28/AGO/2022,06Hs,0.9,269,9,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,28/AGO/2022,09Hs,3.1,298,12,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,28/AGO/2022,12Hs,9.3,292,14,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,28/AGO/2022,15Hs,12.3,297,13,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,28/AGO/2022,18Hs,10.8,327,11,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,28/AGO/2022,21Hs,5.6,356,15,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,29/AGO/2022,00Hs,4.1,357,16,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,29/AGO/2022,03Hs,3.2,356,16,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,29/AGO/2022,06Hs,2.0,358,16,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,29/AGO/2022,09Hs,5.2,359,15,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,29/AGO/2022,12Hs,15.3,342,34,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,29/AGO/2022,15Hs,17.7,339,36,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,29/AGO/2022,18Hs,15.0,351,26,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,29/AGO/2022,21Hs,8.5,0,18,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,30/AGO/2022,00Hs,10.2,354,28,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,30/AGO/2022,03Hs,10.2,348,27,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,30/AGO/2022,06Hs,8.2,329,21,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,30/AGO/2022,09Hs,9.6,346,29,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,30/AGO/2022,12Hs,17.1,337,37,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,30/AGO/2022,15Hs,19.5,342,35,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,30/AGO/2022,18Hs,17.1,346,24,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,30/AGO/2022,21Hs,10.7,14,16,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,31/AGO/2022,00Hs,10.1,7,15,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,31/AGO/2022,03Hs,8.9,5,16,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,31/AGO/2022,06Hs,7.8,10,15,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,31/AGO/2022,09Hs,10.0,6,12,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,31/AGO/2022,12Hs,17.8,345,14,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,31/AGO/2022,15Hs,20.7,348,12,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,31/AGO/2022,18Hs,17.6,315,9,0.0,-38.72 -62.17
BAHIA_BLANCA_AERO,31/AGO/2022,21Hs,13.3,357,12,0.0,-38.72 -62.17
BARILOCHE_AERO,27/AGO/2022,00Hs,-1.3,281,20,0.2,-41.15 -71.17
BARILOCHE_AERO,27/AGO/2022,03Hs,-2.0,291,21,0.0,-41.15 -71.17
BARILOCHE_AERO,27/AGO/2022,06Hs,-3.2,292,20,0.0,-41.15 -71.17
BARILOCHE_AERO,27/AGO/2022,09Hs,-3.4,292,19,0.0,-41.15 -71.17
BARILOCHE_AERO,27/AGO/2022,12Hs,-0.2,292,21,0.0,-41.15 -71.17
BARILOCHE_AERO,27/AGO/2022,15Hs,1.4,295,16,0.0,-41.15 -71.17
BARILOCHE_AERO,27/AGO/2022,18Hs,0.6,288,13,0.0,-41.15 -71.17
BARILOCHE_AERO,27/AGO/2022,21Hs,-3.1,261,7,0.0,-41.15 -71.17
BARILOCHE_AERO,28/AGO/2022,00Hs,-3.9,205,5,0.0,-41.15 -71.17
BARILOCHE_AERO,28/AGO/2022,03Hs,-3.8,164,3,0.0,-41.15 -71.17
BARILOCHE_AERO,28/AGO/2022,06Hs,-3.3,153,5,0.0,-41.15 -71.17
BARILOCHE_AERO,28/AGO/2022,09Hs,-2.2,145,5,0.0,-41.15 -71.17
BARILOCHE_AERO,28/AGO/2022,12Hs,4.2,110,7,0.0,-41.15 -71.17
BARILOCHE_AERO,28/AGO/2022,15Hs,8.0,106,7,0.0,-41.15 -71.17
BARILOCHE_AERO,28/AGO/2022,18Hs,6.8,96,7,0.0,-41.15 -71.17
BARILOCHE_AERO,28/AGO/2022,21Hs,1.0,123,5,0.0,-41.15 -71.17
BARILOCHE_AERO,29/AGO/2022,00Hs,0.6,159,3,0.0,-41.15 -71.17
BARILOCHE_AERO,29/AGO/2022,03Hs,0.4,169,4,0.0,-41.15 -71.17
BARILOCHE_AERO,29/AGO/2022,06Hs,0.0,194,4,0.0,-41.15 -71.17
BARILOCHE_AERO,29/AGO/2022,09Hs,0.5,196,4,0.0,-41.15 -71.17
BARILOCHE_AERO,29/AGO/2022,12Hs,5.7,325,1,0.0,-41.15 -71.17
BARILOCHE_AERO,29/AGO/2022,15Hs,8.2,322,3,0.0,-41.15 -71.17
BARILOCHE_AERO,29/AGO/2022,18Hs,7.8,301,5,0.0,-41.15 -71.17
BARILOCHE_AERO,29/AGO/2022,21Hs,3.7,287,7,0.0,-41.15 -71.17
BARILOCHE_AERO,30/AGO/2022,00Hs,2.4,286,7,0.0,-41.15 -71.17
BARILOCHE_AERO,30/AGO/2022,03Hs,1.9,291,7,0.0,-41.15 -71.17
BARILOCHE_AERO,30/AGO/2022,06Hs,1.3,289,7,0.0,-41.15 -71.17
BARILOCHE_AERO,30/AGO/2022,09Hs,1.9,279,6,0.0,-41.15 -71.17
BARILOCHE_AERO,30/AGO/2022,12Hs,7.8,309,7,0.0,-41.15 -71.17
BARILOCHE_AERO,30/AGO/2022,15Hs,10.2,294,8,0.0,-41.15 -71.17
BARILOCHE_AERO,30/AGO/2022,18Hs,7.6,274,8,0.0,-41.15 -71.17
BARILOCHE_AERO,30/AGO/2022,21Hs,4.2,274,7,0.0,-41.15 -71.17
BARILOCHE_AERO,31/AGO/2022,00Hs,3.4,283,6,0.0,-41.15 -71.17
BARILOCHE_AERO,31/AGO/2022,03Hs,3.1,291,7,0.0,-41.15 -71.17
BARILOCHE_AERO,31/AGO/2022,06Hs,1.7,294,9,0.0,-41.15 -71.17
BARILOCHE_AERO,31/AGO/2022,09Hs,1.9,296,11,0.0,-41.15 -71.17
BARILOCHE_AERO,31/AGO/2022,12Hs,5.9,292,14,0.0,-41.15 -71.17
BARILOCHE_AERO,31/AGO/2022,15Hs,4.9,288,14,0.0,-41.15 -71.17
BARILOCHE_AERO,31/AGO/2022,18Hs,4.6,284,14,0.0,-41.15 -71.17
BARILOCHE_AERO,31/AGO/2022,21Hs,2.4,283,12,0.0,-41.15 -71.17
BENITO_JUAREZ_AERO,27/AGO/2022,00Hs,10.6,289,9,0.6,-37.7 -59.78
BENITO_JUAREZ_AERO,27/AGO/2022,03Hs,9.8,232,19,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,27/AGO/2022,06Hs,7.1,224,24,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,27/AGO/2022,09Hs,7.0,205,24,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,27/AGO/2022,12Hs,9.6,209,37,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,27/AGO/2022,15Hs,8.9,202,37,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,27/AGO/2022,18Hs,6.5,192,25,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,27/AGO/2022,21Hs,1.6,209,11,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,28/AGO/2022,00Hs,0.0,231,12,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,28/AGO/2022,03Hs,-0.9,240,12,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,28/AGO/2022,06Hs,-1.4,243,13,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,28/AGO/2022,09Hs,1.9,231,17,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,28/AGO/2022,12Hs,7.5,202,15,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,28/AGO/2022,15Hs,9.8,223,11,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,28/AGO/2022,18Hs,7.4,254,3,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,28/AGO/2022,21Hs,3.4,1,9,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,29/AGO/2022,00Hs,1.9,355,13,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,29/AGO/2022,03Hs,0.9,347,14,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,29/AGO/2022,06Hs,0.0,349,16,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,29/AGO/2022,09Hs,3.6,348,21,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,29/AGO/2022,12Hs,11.2,343,30,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,29/AGO/2022,15Hs,14.2,342,30,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,29/AGO/2022,18Hs,11.5,350,23,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,29/AGO/2022,21Hs,5.7,5,18,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,30/AGO/2022,00Hs,6.2,352,26,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,30/AGO/2022,03Hs,5.4,347,26,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,30/AGO/2022,06Hs,4.3,351,28,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,30/AGO/2022,09Hs,6.5,339,26,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,30/AGO/2022,12Hs,13.5,335,28,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,30/AGO/2022,15Hs,16.5,346,27,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,30/AGO/2022,18Hs,13.6,4,21,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,30/AGO/2022,21Hs,7.7,9,19,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,31/AGO/2022,00Hs,7.2,8,21,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,31/AGO/2022,03Hs,5.2,357,15,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,31/AGO/2022,06Hs,4.0,6,15,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,31/AGO/2022,09Hs,8.2,359,15,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,31/AGO/2022,12Hs,15.4,2,16,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,31/AGO/2022,15Hs,17.8,2,16,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,31/AGO/2022,18Hs,14.9,17,10,0.0,-37.7 -59.78
BENITO_JUAREZ_AERO,31/AGO/2022,21Hs,11.0,16,9,0.0,-37.7 -59.78
BERNARDO_DE_IRIGOYEN_AERO,27/AGO/2022,00Hs,12.9,67,6,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,27/AGO/2022,03Hs,11.8,68,6,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,27/AGO/2022,06Hs,11.0,70,6,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,27/AGO/2022,09Hs,16.4,43,7,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,27/AGO/2022,12Hs,22.2,6,12,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,27/AGO/2022,15Hs,23.5,339,10,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,27/AGO/2022,18Hs,18.0,4,5,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,27/AGO/2022,21Hs,15.6,19,4,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,28/AGO/2022,00Hs,14.6,31,5,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,28/AGO/2022,03Hs,13.8,70,5,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,28/AGO/2022,06Hs,13.3,49,5,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,28/AGO/2022,09Hs,17.6,203,7,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,28/AGO/2022,12Hs,19.8,192,16,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,28/AGO/2022,15Hs,15.0,180,15,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,28/AGO/2022,18Hs,11.0,172,18,0.2,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,28/AGO/2022,21Hs,9.0,150,15,0.2,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,29/AGO/2022,00Hs,7.4,151,14,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,29/AGO/2022,03Hs,6.6,148,17,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,29/AGO/2022,06Hs,5.1,141,13,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,29/AGO/2022,09Hs,8.7,126,13,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,29/AGO/2022,12Hs,15.3,109,12,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,29/AGO/2022,15Hs,17.1,120,9,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,29/AGO/2022,18Hs,11.9,153,8,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,29/AGO/2022,21Hs,8.7,117,9,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,30/AGO/2022,00Hs,9.2,71,15,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,30/AGO/2022,03Hs,7.3,68,13,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,30/AGO/2022,06Hs,5.7,69,11,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,30/AGO/2022,09Hs,9.4,64,13,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,30/AGO/2022,12Hs,15.5,53,14,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,30/AGO/2022,15Hs,17.8,57,10,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,30/AGO/2022,18Hs,13.8,80,4,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,30/AGO/2022,21Hs,10.8,77,9,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,31/AGO/2022,00Hs,10.7,59,16,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,31/AGO/2022,03Hs,8.8,51,14,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,31/AGO/2022,06Hs,7.8,86,8,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,31/AGO/2022,09Hs,11.8,70,13,0.1,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,31/AGO/2022,12Hs,17.1,54,12,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,31/AGO/2022,15Hs,19.3,33,12,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,31/AGO/2022,18Hs,15.7,60,6,0.0,-26.28 -53.67
BERNARDO_DE_IRIGOYEN_AERO,31/AGO/2022,21Hs,13.6,48,8,0.0,-26.28 -53.67
BOLIVAR_AERO,27/AGO/2022,00Hs,11.8,181,12,0.0,-36.18 -61.07
BOLIVAR_AERO,27/AGO/2022,03Hs,11.8,214,9,0.0,-36.18 -61.07
BOLIVAR_AERO,27/AGO/2022,06Hs,11.5,197,23,0.0,-36.18 -61.07
BOLIVAR_AERO,27/AGO/2022,09Hs,10.2,209,17,0.0,-36.18 -61.07
BOLIVAR_AERO,27/AGO/2022,12Hs,12.6,190,31,0.0,-36.18 -61.07
BOLIVAR_AERO,27/AGO/2022,15Hs,13.0,201,31,0.0,-36.18 -61.07
BOLIVAR_AERO,27/AGO/2022,18Hs,10.1,185,24,0.0,-36.18 -61.07
BOLIVAR_AERO,27/AGO/2022,21Hs,4.5,160,12,0.0,-36.18 -61.07
